,date,name,generic_name,comments,overall_ratings,years_use,uses,manufacturers,rating
4375,2012-05-03,Qvar,beclomethasone,"I've been on Qvar 40 for 4 years because of drastically out of control asthma. It works great for controlling the asthma but it aggravates a heart condition that I have- PVC- so I'm unable to use it as prescribed. Instead of twice a day I use it once every other day. About 2 months ago I ran out and couldn't afford to get to the doctor for a new prescription so I just went without it. My breathing got so bad that I felt like I was living on my rescue inhaler. Just finally got my new prescription today and after one use I'm already feeling better. 

The only downside to this medication is the cost and since I don't have insurance it's all out of pocket. ",5.0,Taken for 2 to 5 years,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",8 / 10
4376,2012-05-01,fluticasone/salmeterol,,I give Advair 8 stars because it does what it's supposed to do. I have only had two asthma attacks since starting Advair almost a year ago. One was running without my inhaler. The second time was smoking. I took off two stars for side effects and use. I hate having to remember to take this twice a day. I usually forget. I also hate when I forget to wash my mouth out with water and get a little bit of thrush in my mouth.,6.0,Taken for 1 to 2 years,"Advair Diskus (fluticasone / salmeterol) for Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",8 / 10
4377,2012-04-30,Jolivette,norethindrone,"I was on a hormonal birth control pill for many years.  I could set a clock by my periods... start on a Tuesday, off by Saturday.  It was great.  I turned 35 and my Doc would no longer prescribe the hormonal pill.  So, enter Jolivette.  The first two weeks, my nipples were so sore and I was so bloated that I thought I might be pregnant.  Then, my period started 1 week early and lasted for 9 days!  A very heavy 9 days as well.  1 week later, heavy bleeding again.  I don't think Jolivette and I are going to be friends.",5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",5 / 10
4378,2012-04-25,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,"I have been taking birth control pills for 7 years now. Was on Tri-Sprintec for most of that time and my breasts would get really sore once a month, so the doctor switched me to Levora. I had no problems with Levora. However, for the past 4 months, the pharmacist switched me to Portia and I have horrible breakouts one week a month. Kind of embarrassing when you're 27. To make matters worse, I have had perfect skin my entire life up until this point. That was the one thing I have always received compliments on, so it's especially heartbreaking to now go through this. I need to switch ASAP.",4.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",5 / 10
4379,2012-04-24,clindamycin/tretinoin,,"This medicine is amazing. After suffering from pretty bad acne and trying every topical product out there (benzoyl peroxide, salicylic acid, tea tree oil, sulfur masks, etc.), I had pretty much given up all hope of clear skin. I started Ziana and saw no immediate results, but kept applying every night. A month later, my acne was significantly reduced. Two months later... I only have two small pimples that are in the stage of drying up. I highly recommend Ziana; it seems to be gentle on the skin. Keep with it! The results are amazing. I'm so much more confident. Good luck! P.S. I used in combination with doxycycline, which seems to significantly improve results.",8.0,,Ziana (clindamycin / tretinoin) for Acne:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4380,2012-04-24,Ocella,drospirenone/ethinyl estradiol,"It wasn't a bad birth control other than the mood swing and anxiety. 6 months into it I started to have a really hard time breathing and chest pain and swelling of arms and legs. I checked out side effects and these are some of the more severe ones. I took myself off of it a week ago, and I feel so much better, I'm less anxious and moody and the pain and swelling.",6.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
4381,2012-04-21,Amrix,cyclobenzaprine,"I was diagnosed with Fibromyalgia over a year ago, after many years of chronic pain, insomnia and fatigue.  Sleep study showed no stage 3 or 4 sleep so the sleep I was getting was not good sleep.  I am on several medications now to stay awake during the day, control my pain so I can continue to work and more medications to sleep.  Restoril has helped in all three areas.",7.0,,For Fibromyalgia:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4382,2012-04-20,Copaxone,glatiramer,"I have been on Copaxone for 12 years. I have had ups and downs with this medicine but never anything real bad. I did have some swollen lymph nodes in my groin that we assumed was from the Copaxone. I went off the medicine for a month and they started to go down. I went back on Copaxone after a flare from being off the medicine and haven't looked back. I think its a great medicine. I inject it myself mostly and my wife does it the rest of the time. I don't use my arms because when you get a muscle injection it is quite painful. I miss one here and there, to give myself a night without a needle. I have had very good luck with this medicine and hope it continues for years to come. ",8.0,,For Multiple Sclerosis:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4383,2012-04-19,Jolessa,ethinyl estradiol/levonorgestrel,,5.0,,,"Teva Pharmaceuticals USA, Inc.",1 / 10
4384,2012-04-18,LoSeasonique,ethinyl estradiol/levonorgestrel,"I am on my third and last package of LoSeasonique; it has been rough.  During the first pack, I started spotting daily in week 5.  This progressed to a full fledged cycle by week 9 and lasted for three weeks, so my doctor instructed me to skip to the yellow pills and then begin a new pack. During the second pack around week 5 the spotting started again.  During week 8, I passed out. In week 10, I began having extremely heavy bleeding that proved impossible to contain resulting in two terrible accidents.  Thank God I was home both times.  After getting the next prescription and reading the pamphlet again, I discovered all of these experiences are considered severe side effects of the pills. ",5.0,,For Abnormal Uterine Bleeding:,"Teva Pharmaceuticals USA, Inc.",2 / 10
4385,2012-04-18,Seasonique,ethinyl estradiol/levonorgestrel,"I have been so happy on this medication. I actually take the generic version and am on my 3rd month. I had been on Ortho Tri Cyclen for years. I am 32. Just some occassional light spotting so far. I have suffered from migraines for a long time, especially around my period, and on these pills they have decreased. My breasts have increased at least a cup size and are super firm (boyfriend approved!). No loss of sex drive at all. I have gained about 10 pounds, but I don't really mind the weight gain with having no period, no migraines and a free increase in breast size. ",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4386,2012-04-15,Gianvi,drospirenone/ethinyl estradiol,"I was very apprehensive to take this medication because of all the negative reviews on this site and others, but I'm telling you, TRY THIS PILL.
I've literally tried every product, been to multiple doctors and dermatologist, have had facials, treatments, etc., etc... NOTHING has worked. Except this.
PROS: Started to control my acne(less ""patchiness"", less breakouts), made my breasts grow almost a whole cup size bigger in the first 2 packs, made me more relaxed and chill then I already was, 4 DAY PERIODS.
CONS: the first pack I experienced constant spotting and really bad mood swings (only the first month, after the first pack I am more in control than ever)
I can now go to the dermatologist to fix my scaring and my skin will be perfect! good luck!",6.0,,For Acne:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4387,2012-04-12,Kariva,desogestrel/ethinyl estradiol,Love this pill. All birth control pills cause side effects but this one is the best for me. A nice plus was fuller breasts.,5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4388,2012-04-10,Aviane,ethinyl estradiol/levonorgestrel,"My periods were fine. I was ovulating, had normal blood flow, slightly heavy cramps. I started this pill for Polycystic Ovary Syndrome symptoms. While it did clear up my skin a little, it has made me borderline suicidal. Within 3 days I started hating people, crying at the drop of a hat, becoming irrationally angry, entertaining thoughts of suicide and becoming severely depressed. I would be losing weight since I have no appetite, except I'm so bloated it doesn't matter. ",6.0,,For Polycystic Ovary Syndrome:,"Teva Pharmaceuticals USA, Inc.",1 / 10
4389,2012-04-07,Adipex-P,phentermine,"I started taking Adipex-P 37.5 mg on July 17, 2010 at 252 lbs. It increased my energy level and suppressed my appetite a great deal. I did experience dry mouth at first but it subsided in a few days.  At a weigh in with my wonderful doctor on August 5, 2010 I lost 11 lbs.  My doctor started me with taking the medication for 2 months and then one month off until January 2012 and I now take the medication for 1 month and I'm off of it for 2 months.  I am hungrier when I'm off the medication but I have learned what portion sizes and types of foods to eat and have done pretty well maintaining.  You have to have determination and willpower for the rest of your life.  By the way, it's now April 7, 2012 and I weigh 148 lbs.  I have lost 104 lbs.",9.0,,For Obesity:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4390,2012-04-05,LoSeasonique,ethinyl estradiol/levonorgestrel,I was on Loestrin and I had gained 25 lbs over a 2 year period. I switched over to LoSeasonique because its the same hormone I took when I first started taking birth control pills 15 years ago. Over a 2 month period I was able to drop almost all the weight I had gained. I was on the Brand name LoSeasonique for 9 months with zero side effects and then I was switched to generic. Over 1 month I gained 7 lbs and became very moody (just as I was on the Loestrin) I have asked my DR to send over a new prescription with no generic marked. I will pay the extra not to be such a mess!,5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
